Code,Name,LHD/RHD,Brand,Year,Photo,Release
MGT00756,"Nissan Z GT500 #23 ""Motul Autech Z"" Nismo 2023 Super Gt Series",LHD,Nissan,,,November2024
MGT00757,Lincoln Capri Hot Rod 1954 Purple Metallic,LHD,Lincoln,,,August2024
MGT00758,Ford Mustang Shelby GT500 Heritage Editon,,Ford,,,August2024
MGT00759,Nissan Skyline GT-R (R34) V-Spec Bayside Blue,RHD,Nissan,,,November2024
MGT00760,Nissan Skyline Kenmeri Liberty Walk Chrome Blue w/ Baby Pink Hobby Expo China 2024,,LB Works,,Hobby Expo China 2024 Dinner Exclusive,April2024
MGT00761,Honda NSX GT3 EVO AlphaTauri Yuki Tsunoda 2023 Red Bull Mormula Nurburgring,LHD,Honda,,,September2024
MGT00762,Nissan Skyline GT-R (R34) V-Spec Lightning Yellow,RHD,Nissan,,,
MGT00763,Lamborghini Huracan Sterrato Bianco Asopo,,Lamborghini,,,November2024
MGT00764,BMW M3 Competition Touring Isle of Man Green Metallic,,BMW,,,September2024
MGT00765,Nissan Z GT500 #3 “Niterra MOTUL Z” NDDP Racing 2023 Super GT Series,,Nissan,,,November2024
MGT00766,Aston Martin Valkyrie Hyper Red,LHD,Aston Martin,,,November2024
MGT00767,McLaren MCL60 #4 Lando Norris 2023 F1 2023 Japanese GP 2nd Place,LHD,McLaren,,,
MGT00768,McLaren MCL60 #81 Oscar Piastri 2023 F1 2023 Japanese GP 3rd Place,LHD,McLaren,,,
MGT00769,Toyota GR86 LB Nation White,,LB Works,,,
MGT00770,Porsche 911 GT3 R #9 GTD PRO Pfaff Motorsports IMSA 2023 Sebring 12 Hrs. Winner,,Porsche,,,November2024
MGT00771,Lancia Stratos HF Stradale Giallo Fly HR,LHD,Lancia,,,September2024
MGT00772,Lamborghini Huracán GT3 EVO2 #83 Iron Dames IMSA 2023 Daytona 24 Hrs,,Lamborghini,,,December2024
MGT00773,Mazda RX-7 LB-Super Silhouette #41 Numero Reserve,,LB Works,,,December2024
MGT00774,Lamborghini Revuelto Arancio Dac Lucido,,Lamborghini,,,
MGT00775,McLaren 750S Amaranth Red,,McLaren,,,September2024
MGT00776,BMW M3 M Performance Touring Alpine White,,BMW,,,December2024
MGT00777,McLaren 720S LB Works Black,,LB Works,,,
MGT00778,Nissan Z Pandem Seiran Blue,,Nissan,,,November2024
MGT00779,Lamborghini Huracán Sterrato Verde Gea Matt,,Lamborghini,,,December2024
MGT00780,Porsche 911 Dakar Shade Green Metallic,,Porsche,,,October2024
MGT00781,Nissan LB-Super Silhouette S15 SILVIA Auto Finesse SEMA 2023,RHD,LB Works,,,January2025
MGT00782,Nissan Z LB Nation Works LB Gold,RHD,LB Works,,,
MGT00783,McLaren 750S Spider Mantis Green,,McLaren,,,September2024
MGT00784,Lamborghini Aventador SVJ 63 Blu Aegir,,Lamborghini,,,November2024
MGT00785,Mazda RX-7 LB-Super Silhouette Liberty Walk Black,,LB Works,,,November2024
MGT00786,,,,,File:MGT00786.jpg,
MGT00787,,,,,File:MGT00787.jpg,
MGT00788,Lamborghini Huracan STA Bianco Asopo,,Lamborghini,,,
MGT00789,Lamborghini Revuelto Verde Selvans,,Lamborghini,,,
MGT00790,Toyota GR86 LB Nation LB Gold 2024 All In Tuning,,LB Works,,,September2024
MGT00791,,,,,File:MGT00791.jpg,
MGT00792,BMW 750iL Aspen Silver Metallic,,BMW,,,
MGT00793,Porsche 911 GT3 R #27 HubAuto Racing 2023 FIA GT World Cup 70th Macau Grand Prix,LHD,Porsche,,,
MGT00794,Lincoln Capri Hot Rod 1954 Lime Yellow,LHD,Lincoln,,,November2024
MGT00795,Bugatti Vision Gran Tourismo Black,LHD,Bugatti,,,
MGT00796,Nissan Skyline GT-R (R34) V-Spec Active Red,RHD,Nissan,,,
MGT00797,Nissan LB-ER34 Super Silhouette Skyline Indonesia Modification Expo 2024,RHD,LB Works,,"Limited to 1,000 pcs sold at IMX",October2024
MGT00798,Land Rover Defender 110 Red Bull LUKA (Taichung Showrun),,Land Rover,,,September2024
MGT00799,Red Bull RB16B #33 (Taichung Showrun),,Red Bull Racing,,,September2024
MGT00800,"Honda NSX GT ""Type S"" GT500 #16 (Taichung Showrun)",,Honda,,,September2024
MGT00801,Porsche 911 Carrera RS 2.7 Grand Prix White with Green Livery,,Porsche,,,January2025
MGT00802,BMW i7 eDrive50 Black Sapphire,,BMW,,,November2024
MGT00803,Lamborghini Aventador SVJ 63 Roadster Nero Aldebaran,,Lamborghini,,,December2024
MGT00804,Porsche 911 GT3 R #28 HubAuto Racing 2023 FIA GT World Cup 70th Macau Grand Prix,,Porsche,,,
MGT00805,Porsche 911 Dakar Rallye Design Package White/Gentian Blue Metallic,,Porsche,,,November2024
MGT00806,Bugatti EB110 GT Dark Red Metallic,,Bugatti,,,November2024
MGT00807,Lamborghini Huracán Sterrato Blu Aegir,,Lamborghini,,,
MGT00808,Lotus 78 #3 Gunnar Nilsson 1977 Japanese GP,,Lotus,,,
MGT00809,LB-Works x Abas Works ABARTH 595 Gara White,,LB Works,,,
MGT00810,Mazda RX-7 LB-Super Silhouette Liberty Walk,teal,LB Works,,"Essen Motor Show Exclusive Limited to 2,000 pcs",November2024
MGT00811,BMW M4 Competition (G82) Sakhir Orange,,BMW,,,
MGT00812,McLaren 750S Spider Belize Blue,,McLaren,,,November2024
MGT00813,Lamborghini Huracán GT3 EVO2 #63 Iron Lynx IMSA 2023 Daytona 24 Hrs,,Lamborghini,,,
MGT00814,McLaren 750S Orange,,McLaren,,,November2024
MGT00815,McLaren 750S Saros Grey,,McLaren,,,
MGT00816,Lamborghini SC63 #63 Iron Lynx 2024 IMSA Sebring 12 Hrs,,Lamborghini,,,
MGT00817,McLaren F1 Yquem,,McLaren,,,
MGT00818,BMW i7 xDrive60 Dravit Grey,,BMW,,,November2024
MGT00819,BMW i7 xDrive60 Mineral White,,BMW,,,
MGT00820,Toyota GR86 Larry Chen's HKS Turbocharged GR86,,Toyota,,,October2024
MGT00821,Toyota GR86 Larry Chen's HKS Turbocharged GR86 2024 LADC,,Toyota,,,October2024
MGT00822,Nissan GT-R NISMO GT3 2024 NISMO Festival Exclusive White,,Nissan,,"NISMO Festival Exclusive / Fuji Speedway, Japan",December2024
MGT00823,,,,,File:MGT00823.jpg,
MGT00824,Hyundai RN22e,,Hyundai,,Hyundai Exclusive,October2024
MGT00825,Hyundai N Vision 74,,Hyundai,,Hyundai Exclusive,October2024
MGT00826,Nissan Z LB-Nation Works Ikazuchi Yellow,,LB Works,,,
MGT00827,Porsche 911 (992) GT3 RS,,Porsche,,,
MGT00828,McLaren 720S LB Works,,LB Works,,,
MGT00829,McLaren 720S LB Works LBWK x A Bathing Ape Crossover,green camo,LB Works,,Tokyo Auto Salon 2025,January2025
MGT00830,Mazda RX-2 LB -Super Silhouette LBWK x A Bathing Ape Crossover,green camo,LB Works,,Tokyo Auto Salon 2025,January2025
MGT00831,Nissan LB-ER34 Super Silhouette SKYLINE,,LB Works,,Part of LBWK x BAPE Collaboration Set,October2024
MGT00832,Nissan Skyline Kenmeri Liberty Walk,,LB Works,,Part of LBWK x BAPE Collaboration Set,October2024
MGT00833,Nissan LB-Super Silhouette S15 SILVIA,,LB Works,,Part of LBWK x BAPE Collaboration Set,October2024
MGT00834,"Nissan GT-R R35 LB★Works Type 2, Rear Wing ver 3",,LB Works,,Part of LBWK x BAPE Collaboration Set,October2024
MGT00835,Red Bull RB16B #33 Max Verstappen 2021 Abu Dhabi,,Red Bull Racing,,,
MGT00836,Red Bull RB16B #11 Sergio Perez 2021 Azerbaijan,,Red Bull Racing,,,
MGT00837,Acura ARX-06 GTP #40 Wayne Taylor Racing 2024 IMSA Sebring 12 hrs Winner,,Acura,,,
MGT00838,Eunos Roadster V-Special,RHD,Mazda,,,
MGT00839,,,,,File:MGT00839.jpg,
MGT00840,,,,,File:MGT00840.jpg,
MGT00841,McLaren 720S LB★Works Purple,,LB Works,,,
MGT00842,Lamborghini Aventador SVJ 63 Bianco Asopo,,Lamborghini,,,
MGT00843,Nissan Skyline GT-R (R34) Super Silhouette 2024,,LB Works,,,
MGT00844,Nissan LB-ER34 Super Silhouette Skyline Black,,LB Works,,,
MGT00845,BMW M4 Competition (G82) Portimao Blue,,BMW,,,
MGT00846,Lancia Stratos HF Stradale Nero,,Lancia,,,January2025
MGT00847,LB-Works Ford Mustang LB Gold,,LB Works,,,
MGT00848,"Honda NSX-GT ""Type S"" GT500 #16",,Honda,,,
MGT00849,"Nissan Z GT500 #1 ""Marelli Impul Z"" Team Impul 2023 Super GT Series",,Nissan,,,
MGT00850,"Nissan Z GT500  #24 ""Realize"" 2023 Super GT Series",,Nissan,,,
MGT00851,ABARTH 595 LB-WORKS x Abas Works Pink,,LB Works,,,
MGT00852,Mercedes-Benz 190E 2.5-16 Evolution II Astral Silver,,Mercedes-Benz,,,
MGT00853,Porsche 911 992 GT3 RS Weissach Package White w/ Indigo Blue Wheels,,Porsche,,,
MGT00854,Chevrolet Corvette Z06 GT3.R #3 Corvette Racing by Pratt Miller Motorsports 2024 IMSA Daytona 24 Hrs,,Chevrolet,,,
MGT00855,Nissan Silvia (S15) D-MAX #70 D-MAX Racing 2023 D1 Grand Prix,,Nissan,,,
MGT00856,Land Rover Defender 110 1989 Camel Trophy Amazon Team Turkey,,Land Rover,,,January2025
MGT00857,,,,,,
MGT00858,Nissan Silvia S15 LB Super Silhouette 2024,,LB Works,,,
MGT00859,"Nissan GT-R NISMO GT3 #56 ""Realize Nissan Mechanic Challenge GT-R"" Kondo Racing 2023 Super GT Seriees",,Nissan,,,
MGT00860,"Nissan GT-R NISMO GT3 #10 ""Ponos Gainer GT-R"" Gainer 2023 Super GT Series",,Nissan,,,
MGT00861,"Nissan GT-R NISMO GT3 #11 ""Gainer Tanax GT-R"" Gainer 2023 Super GT Series",,Nissan,,,
MGT00862,,,,,File:MGT00862.jpg,
MGT00863,BMW 3.0 CSL White,,BMW,,,
MGT00864,BMW M3 Competition Touring Brooklyn Grey,,BMW,,,
MGT00865,Lamborghini Countach LPI 800-4 Viola 30th,LHD,Lamborghini,,,
MGT00866,Bugatti EB110 Super Sport Giallo Bugatti,LHD,Bugatti,,,
MGT00867,Bentley Flying Spur White Sand Verdant,,Bentley,,,
MGT00868,Nissan GT-R Nismo 2024 Nismo Stealth Grey,,Nissan,,,
MGT00869,Nissan Skyline GT-R (R32) Gunmetal W/ Matsuda Figure,RHD,Nissan,,Tsugio Matsuda Collection No. 1,January2025
MGT00870,McLaren F1 GTR #59 1995 Le Mans 24Hr Winner Post-Race Weathered,,McLaren,,,
MGT00871,Hyundai i20 N Rally1 Hybrid #11 2024 Rallye Monte Carlo Winner,,Hyundai,,,
MGT00872,Porsche 911 GT3 R #80 AO Racing 2023 IMSA VIRginia Roxy,,Porsche,,,
MGT00873,LB★Nation Toyota GR86 Baby Blue,,LB Works,,,
MGT00874,"Lincoln Capri 1954 ""Shadow Puppet"" MINI GT X Mizu Diecast",,Lincoln,,,
MGT00875,"Nissan GT-R NISMO #23 ""MOTUL AUTECH GT-R 2021"" Super GT Series Suzuka Winner w/ Matsuda Figure",,Nissan,,Tsugio Matsuda Collection No. 2,
MGT00876,Oracle Red Bull Racing RB19 #1 Max Verstappen F1 2023 Japanese Grand Prix,,Red Bull Racing,,,
MGT00877,Oracle Red Bull Racing RB19 #11 Sergio Perez F1 2023 Japanese Grand Prix,,Red Bull Racing,,,
MGT00878,Honda S2000 (AP2) American Honda Collection Hall 2024 Holiday Limited Edition,,Honda,,Limited to 500 pcs,December2024
MGT00879,Nissan Skyline GT-R (R32) Gunmetal W/ Matsuda Figure TAS 2025,,Nissan,,2025 Tokyo Auto Salon ExclusiveTsugio Matsuda Collection No. 3,January2025
MGT00880,Mazda RE-Amemiya 20B NA 3ROTAR-7 w/ Ama-san figure,,RE-Amemiya,,2025 Tokyo Auto Salon Exclusive,January2025
MGT00881,Nissan Silvia (S15) Top Secret Gold Chrome TAS 2025,,Top Secret,,"2025 Tokyo Auto Salon ExclusivePart of MGTS0013Limited to 3,000 sets",January2025
MGT00882,Nissan Skyline GT-R (R34) Top Secret Gold Chrome TAS 2025,,Top Secret,,"2025 Tokyo Auto Salon ExclusivePart of MGTS0013Limited to 3,000 sets",January2025
MGT00883,Toyota Supra (JZA80) Top Secret GT-300 Gold Chrome TAS 2025,,Top Secret,,"2025 Tokyo Auto Salon ExclusivePart of MGTS0013Limited to 3,000 sets",January2025
MGT00884,Jaguar C-X75 Blue,,Jaguar,,,
MGT00885,LB★Nation Toyota GR86 Red,,LB Works,,,
MGT00886,Lamborghini Revuelto Giallo,,Lamborghini,,,
MGT00887,Lamborghini Aventador SVJ 63 Roadster Verde Shock,,Lamborghini,,,
MGT00888,Lincoln Capri Christmas Hot Rod by Tim Sadchikov,,Lincoln,,"Limited to 9,999 pcs",November2024
MGT00889,Porsche 911 GT3 R #77 AO Racing 2024 IMSA Daytona 24 Hrs GTD Pro 2nd Place,,Porsche,,,
MGT00890,Bugatti EB110 Super Sport Blu Bugatti,,Bugatti,,,
MGT00891,Porsche 911 Dakar Ice Grey Metallic,,Porsche,,,
MGT00892,Chevrolet Corvette Z06 2023 Elkhart Lake Blue Metallic,,Chevrolet,,,
MGT00893,Range Rover 1971 International Hill Rally Winner,,Land Rover,,,Q22025
MGT00894,BMW 750iL Sorrento Blue Metallic,,BMW,,,Q32025
MGT00895,Nissan LB-Super Silhouette S15 SILVIA #555 2023 Formula Drift Japan,,Nissan,,,
MGT00896,BMW M3 M Performance Touring Daytona Violet,,BMW,,,
MGT00897,BMW M3 M Performance Touring Mint Green,,BMW,,,Q32025
MGT00898,Ford Mustang GT3 #64 Ford Multimatic Motorsports 2024 IMSA Daytona 24 Hrs,,Ford,,,
MGT00899,"Volkswagen ID.Buzz Prototype ""Rainbow""",,Volkswagen,,,
MGT00900,"Aston Martin DB5 ""Goldfinger""",,Aston Martin,,,
MGT00901,"Aston Martin DB5 ""Thunderball""",,Aston Martin,,,
MGT00902,"BMW 750 iL ""Tomorrow Never Dies""",,BMW,,,
MGT00903,"Jaguar C-X75 ""Spectre""",,Jaguar,,,
MGT00904,,,,,File:MGT00904.jpg,
MGT00905,,,,,File:MGT00905.jpg,
MGT00906,,,,,File:MGT00906.jpg,
MGT00907,,,,,File:MGT00907.jpg,
MGT00908,,,,,File:MGT00908.jpg,
MGT00909,,,,,File:MGT00909.jpg,
MGT00910,,,,,File:MGT00910.jpg,
MGT00911,,,,,File:MGT00911.jpg,
MGT00912,,,,,File:MGT00912.jpg,
MGT00913,,,,,File:MGT00913.jpg,
MGT00914,,,,,File:MGT00914.jpg,
MGT00915,,,,,File:MGT00915.jpg,
MGT00916,,,,,File:MGT00916.jpg,
MGT00917,,,,,File:MGT00917.jpg,
MGT00918,,,,,File:MGT00918.jpg,
MGT00919,,,,,File:MGT00919.jpg,
MGT00920,,,,,File:MGT00920.jpg,
MGT00921,,,,,File:MGT00921.jpg,
MGT00922,,,,,File:MGT00922.jpg,
MGT00923,,,,,File:MGT00923.jpg,
MGT00924,,,,,File:MGT00924.jpg,
MGT00925,,,,,File:MGT00925.jpg,
MGT00926,,,,,File:MGT00926.jpg,
MGT00927,,,,,File:MGT00927.jpg,
MGT00928,,,,,File:MGT00928.jpg,
MGT00929,,,,,File:MGT00929.jpg,
MGT00930,,,,,File:MGT00930.jpg,
MGT00931,,,,,File:MGT00931.jpg,
MGT00932,,,,,File:MGT00932.jpg,
MGT00933,,,,,File:MGT00933.jpg,
MGT00934,,,,,File:MGT00934.jpg,
MGT00935,,,,,File:MGT00935.jpg,
MGT00936,,,,,File:MGT00936.jpg,
MGT00937,,,,,File:MGT00937.jpg,
MGT00938,,,,,File:MGT00938.jpg,
MGT00939,,,,,File:MGT00939.jpg,
MGT00940,,,,,File:MGT00940.jpg,
MGT00941,,,,,File:MGT00941.jpg,
MGT00942,,,,,File:MGT00942.jpg,
MGT00943,,,,,File:MGT00943.jpg,
MGT00944,,,,,File:MGT00944.jpg,
MGT00945,,,,,File:MGT00945.jpg,
MGT00946,,,,,File:MGT00946.jpg,
MGT00947,,,,,File:MGT00947.jpg,
MGT00948,,,,,File:MGT00948.jpg,
MGT00949,,,,,File:MGT00949.jpg,
MGT00950,,,,,File:MGT00950.jpg,
MGT00951,Toyota GR Supra KUHL 2021 D1GP Evangelion Racing,,Toyota,,Japan Exclusive,Q32025
MGT00952,BMW i7 xDrive60 Aventurin,,BMW,,,
MGT00953,Mazda AZ-1 Liberty Walk LB40 White 2024 Tokyo Auto Salon,,Liberty Walk,,,
MGT00954,Aston Martin DB5 Sierra Blue,,Aston Martin,,,
MGT00955,Bentley Flying Spur Yellow,,Bentley,,,
MGT00956,Toyota GR86 HKS Type R ADVAN 2022 Tokyo Auto Salon,,Toyota,,,
MGT00957,,,,,File:MGT00957.jpg,
MGT00958,,,,,File:MGT00958.jpg,
MGT00959,BMW i7 xDrive60 Alpine White / Black Sapphire,,BMW,,,Q32025
MGT00960,Jaguar C-X75 Silver,,Jaguar,,,Q22025
MGT00961,Toyota Supra (A80) Top Secret GT-300 Top Secret Gold,,Top Secret,,,Q22025
MGT00962,Maybach S680 Gold / Dark Red Metallic,,Mercedes-Benz,,,Q22025
MGT00963,LB-Works x Abas Works ABARTH 595 Red,,LB Works,,,Q22025
MGT00964,"Porsche 911 Dakar Ice Grey Metallic ""Rally 1974""",,Porsche,,,Q22025
MGT00965,,,,,File:MGT00965.jpg,
MGT00966,Lamborghini Countach LB-Works White 2024 Tokyo Auto Salon,,LB Works,,,Q32025
MGT00967,Lamborghini Huracán LB-Works ver. 2 Mad Mike NIMBUL,,LB Works,,,Q32025
MGT00968,Bugatti EB110 GT Verde Scuro,,Bugatti,,,Q32025
MGT00969,Bentley Batur Bonneville Pearl,,Bentley,,,Q32025
MGT00970,Mercedes-Benz EQS 580 4MATIC Red Metallic,,Mercedes-Benz,,,Q32025
MGT00971,Nissan Skyline GT-R (R32) Veilside Combat C-I Veilside Combat Grey,,Nissan,,,Q32025
MGT00972,Hyundai i20 N Rally1 #11 2023 Rally Croatia Power Stage Winner,,Hyundai,,,Q32025
MGT00973,McLaren 750S Spider Cirrus Grey,,McLaren,,,Q32025
MGT00974,Ford Puma Rally1 #13 M-Sport WRT 2024 Rally Monte Carlo,,Ford,,,Q32025
