Code,Name,LHD/RHD,Brand,Year,Photo,Release
MGT00248,Acura NSX GT3 EVO #57 2020 IMSA 24 Hrs of Daytona,LHD,Acura,2021,,
MGT00249,Ford GT Liquid Blue,LHD,Ford,2021,,
MGT00250,Pandem Toyota GR Supra V1.0 Matte Grey,LHD/RHD,Pandem,2021,,
MGT00251,Chevrolet Corvette Stingray 2020 Rapid Blue,LHD/RHD,Chevrolet,2021,,
MGT00252,Porsche 911 (992) Carrera 4S Racing Yellow,LHD/RHD,Porsche,2021,,
MGT00253,Chevrolet Corvette C8.R #3 2020 IMSA 24 Hrs of Daytona,LHD,Chevrolet,2021,,
MGT00254,Chevrolet Corvette C8.R #4 2020 IMSA 24 Hrs of Daytona,LHD,Chevrolet,2021,,
MGT00255,Audi RS6 Avant Silver Digital Camouflage,LHD,Audi,2021,China Exclusive,
MGT00256,Audi RS6 Avant Silver Digital Camouflage w/ Roof Box,LHD,Audi,2021,China Exclusive,
MGT00257,Audi RS6 Avant Mythos Black Metallic w/ Roof Box,LHD/RHD,Audi,2021,,
MGT00258,LB★WORKS Lamborghini Huracán GT FIGHTERS WORKS,LHD/RHD,LB Works,2021,,
MGT00259,Toyota TRD 3000GT Super White,LHD/RHD,Toyota,2021,,
MGT00260,Bentley Continental GT3 #5 2018 Blancpain GT Asia,RHD,Bentley,2021,,
MGT00261,BMW M3 #16 1989 Italian Supertouring Championship,LHD,BMW,2021,MINI GT x TINY x Shell / Hong Kong Exclusive,
MGT00262,LB-Silhouette WORKS GT Nissan 35GT-RR,RHD,LB Works,2021,MINI GT x TINY x Shell / Hong Kong Exclusive,
MGT00263,Porsche Taycan Turbo S Porsche x Shell,RHD,Porsche,2021,MINI GT x TINY x Shell / Hong Kong Exclusive,
MGT00264,Land Rover Defender 110 Shell Oil,RHD,Land Rover,2021,MINI GT x TINY x Shell / Hong Kong Exclusive,
MGT00265,HKS Toyota GR Supra Renaissance Red,LHD/RHD,Toyota,2021,,
MGT00266,Bugatti Vision Gran Turismo Light Blue,LHD,Bugatti,2021,,
MGT00267,,,,,File:MGT00267.jpg,
MGT00268,Ford Mustang Shelby GT500 Ford Performance Blue,LHD/RHD,Ford,2021,,
MGT00269,Ford GT GTLM Gulf,LHD,Ford,2021,Mijo / USA Exclusive,
MGT00270,Mazda Miata MX-5 (NA) Tuned Version Classic White - Fred's Garage Special,LHD,Mazda,2021,Fred's Garage Club Taiwan Exclusive,
MGT00271,Ford Mustang Shelby GT500 Grabber Lime,LHD,Ford,2022,MINI GT x Tarmac Works,
MGT00272,McLaren Senna Cerulean Blue Shmee150 Collection,RHD,McLaren,2021,MINI GT x Tarmac Works,
MGT00273,Ford GT Liquid Red Shmee150 Collection,LHD,Ford,2022,MINI GT x Tarmac Works,
MGT00274,Porsche Taycan Turbo S Midnight Green Shmee150 Collection,RHD,Porsche,2022,MINI GT x Tarmac Works,
MGT00275,Land Rover Defender 110 2021 Hong Kong Toycar Salon Edition,RHD,Land Rover,2021,HK Toycar Salon Edition,
MGTS0001,Ford GT LMGTE PRO 2016 24 Hrs Le Mans Ford Chip Ganassi Team (4 Cars Set),LHD,Ford,2021,"Limited / 5,000 sets",
MGT00276,Ford GT LMGTE PRO #66 2016 24 Hrs Le Mans 4th Place,LHD,Ford,2021,"Part of setMGTS0001/ Limited / 5,000 pcs",
MGT00277,Ford GT LMGTE PRO #67 2016 24 Hrs Le Mans,LHD,Ford,2021,"Part of setMGTS0001/ Limited / 5,000 pcs",
MGT00278,Ford GT LMGTE PRO #68 2016 24 Hrs Le Mans Class Winner,LHD,Ford,2021,Additionally part of setMGTS0001,
MGT00279,Ford GT LMGTE PRO #69 2016 24 Hrs Le Mans 3rd Place,LHD,Ford,2021,"Part of setMGTS0001/ Limited / 5,000 pcs",
MGT00280,Ford GT MK II 2019 Goodwood Festival of Speed,LHD,Ford,2021,,
MGT00281,"LB-Silhouette WORKS GT NISSAN 35GT-RR Ver.1 ""Class""",RHD,LB Works,2021,,
MGT00282,Honda S2000 CR Rio Yellow Pearl,LHD,Honda,2021,,
MGT00283,Porsche 911 (992) Carrera S Guards Red,LHD/RHD,Porsche,2021,,
MGT00284,Bentley Continental GT3 #7 2020 Intercontinental GT Challenge Kyalami 9 Hrs,RHD,Bentley,2021,,
MGT00285,Bentley Flying Spur The Reindeer Eight,LHD,Bentley,2021,"China Exclusive / 9,999 pcs",
MGT00286,Bentley Flying Spur Verdant,LHD/RHD,Bentley,2022,,
MGT00287,Honda S2000 (AP2) Laguna Blue Pearl,LHD,Honda,2021,,
MGT00288,Mazda Miata MX-5 (NA) Classic Red,LHD,Mazda,2021,,
MGT00289,Porsche Taycan Turbo S Carmine Red,LHD/RHD,Porsche,2021,,
MGT00290,LB★WORKS Toyota GR Supra Liqui Moly,RHD,LB Works,2021,,
MGT00291,LB-Silhouette WORKS GT NISSAN 35GT-RR Ver.2 Matt Black LBWK,RHD,LB Works,2021,,
MGT00292,Isuzu N-Series Vehicle Transporter LBWK Black,RHD,LB Works,2021,MINI GT x TINY,
MGT00293,Ford GT MK II 2019 Pebble Beach Concourse d'Elegance Limited Edition,LHD,Ford,2022,Mijo / USA Exclusive,
MGT00294,Pandem Toyota GR Supra V1.0 Orange,LHD,Pandem,2021,Mijo / USA Exclusive,
MGT00295,Nissan GT-R (R32) Red Pearl w/ BBS LM Wheel,RHD,Nissan,2021,,
MGT00296,LB★WORKS Toyota GR Supra Martini Racing,LHD/RHD,LB Works,2021,,
MGT00297,Ford GT MK II #006 Shadow Black,LHD,Ford,2021,,
MGT00298,Eunos Roadster Classic Red,RHD,Mazda,2021,,
MGT00299,LB-Silhouette WORKS GT NISSAN 35GT-RR Ver.2 LBWK Blue,LHD/RHD,LB Works,2021,,
MGT00300,Lancia Delta HF Integrale Evoluzione Martini Racing,LHD,Lancia,2021,,
MGT00302,Acura NSX GT3 EVO #44 Magnus Racing 2021 IMSA Daytona 24 Hrs,LHD,Acura,,,January2022
MGT00303,Porsche 911 (992) Carrera 4S GT Silver Metallic,LHD/RHD,Porsche,,,January2022
MGT00304,Mazda Miata MX-5 (NA) Tuned Version Classic White,LHD/RHD,Mazda,,,March2022
MGT00305,Pagani Zonda F Silver,LHD/RHD,Pagani,,,December2021
MGT00306,LB★WORKS BMW M4 Black W/ M Stripe,LHD,LB Works,,Mijo / USA Exclusive,March2022
MGT00307,HKS GR Supra D1 GP 2020 #77 H. Matsuyama FAT FIVE RACING,RHD,Toyota,,Japan Exclusive,March2022
MGT00308,LB★WORKS Toyota GR Supra CSR2,RHD,LB Works,,,February2022
MGT00309,Honda S2000 (AP2) MUGEN Berlina Black,LHD/RHD,Honda,,,March2022
MGT00310,Nissan Skyline GT-R R32 Gr. A #21 MINI GT GIVE 2021 HK Edition,RHD,Nissan,,Hong Kong Exclusive / 999 pcs,November2021
MGT00311,LB-Silhouette Works GT Nissan 35GT-RR Ver. 1 LBWK,RHD,LB Works,,,May2022
MGT00312,Mercedes-Benz 190E 2.5-16 Evolution II #7 AMG-Mercedes 1990 DTM,LHD,Mercedes-Benz,,,December2021
MGT00313,Ford GT 2021 Ken Miles Heritage Edition,LHD,Ford,,,March2022
MGT00314,BMW M3 E30 Gulf Livery,LHD,BMW,,Mijo / USA Exclusive,May2022
MGT00315,Chevrolet Corvette C8.R #3 Corvette Racing 2021 IMSA Sebring 12 Hrs,LHD,Chevrolet,,,January2022
MGT00316,Chevrolet Corvette C8.R #4 Corvette Racing 2021 IMSA Sebring 12 Hrs,LHD,Chevrolet,,,January2022
MGT00317,Bugatti Vision Gran Turismo Yellow,LHD,Bugatti,,,February2022
MGT00318,Shelby GT500 Dragon Snake Concept Oxford White,LHD,Shelby,,,March2022
MGT00319,LB★WORKS BMW M4 IMSA,RHD,LB Works,,,June2022
MGT00320,Land Rover Defender 90 Pickup 2021 Christmas Edition,RHD,Land Rover,,"5th Limited / 9,999 pcs",December2021
MGT00321,Land Rover Defender 110 Malaysian Army,RHD,Land Rover,,Malaysia Exclusive,January2022
MGT00322,Lancia Delta HF Integrale Evoluzione 1992 Rally 1000 Lakes Winner #3,LHD,Lancia,,,May2022
MGT00323,Land Rover Defender 90 Pickup Masai Red,,Land Rover,,,January2022
MGT00324,LB-Silhouette Works GT Nissan 35GT-RR Ver. 1 Red/Black,RHD,LB Works,,,March2022
MGT00325,LB★WORKS Toyota GR Supra JPS,RHD,LB Works,,,May2022
MGT00326,Nissan Skyline GT-R R32 Nismo S-Tune Dark Blue,RHD,Nissan,,,May2022
MGT00327,Nissan GT-R NISMO GT3 2018 Presentation,LHD,Nissan,,,June2022
MGT00328,Lamborghini Huracán EVO Verde Mantis,LHD/RHD,Lamborghini,,,March2022
MGT00329,LB★WORKS Lamborghini Aventador Limited Edition Infinite Motorsports,RHD,LB Works,,,June2022
MGT00330,Land Rover Defender 90 Pickup 2022 Chinese New Year Edition,RHD,Land Rover,,"Hong Kong Exclusive /Limited 8,888 pcs",January2022
MGT00331,Mazda Miata MX-5 (NA) Mariner Blue Headlight Up,LHD,Mazda,,,May2022
MGT00332,Porsche 911 Targa 4S White,LHD/RHD,Porsche,,,May2022
MGT00333,"Mercedes-Benz Actros with 40 Ft Container ""LBWK Kuma Graffiti""",LHD,Mercedes-Benz,,,June2022
MGT00334,Ford Mustang Shelby GT500 Shadow Black,LHD/RHD,Ford,,,May2022
MGT00335,Bentley Continental GT3 #11 Team Parker 2020 Total 24 Hrs of Spa,RHD,Bentley,,,June2022
MGT00336,Nissan GT-R NISMO GT3 2018 Test Car,LHD,Nissan,,,May2022
MGT00337,Bugatti Centodieci White,LHD,Bugatti,,,June2022
MGT00338,Land Rover Defender 90 Pickup White,LHD/RHD,Land Rover,,,June2022
MGT00339,Porsche Taycan Turbo S Gentian Blue Metallic,LHD/RHD,Porsche,,,June2022
MGT00340,Ford GT Ingot Silver,LHD,Ford,,,June2022
MGT00341,Nissan Skyline GT-R (R34) V-Spec II Bayside Blue,RHD,Nissan,,,September2022
MGT00342,Mercedes-Benz 190E 2.5-16 Evolution II #65 AMG Motorbau 1990 DTM,LHD,Mercedes-Benz,,,June2022
MGT00343,Lamborghini Aventador SVJ Viola Aletheia,LHD/RHD,Lamborghini,,,May2022
KHMG005,Datsun 510 Pro Street BRE510 V1,LHD,Nissan,,x KAIDO★HOUSE,2022
KHMG006,Datsun 510 Pro Street BRE510 V2,LHD,Nissan,,x KAIDO★HOUSE,2022
KHMG008,Datsun 510 Pro Street KDO510,LHD,Nissan,,x KAIDO★HOUSEMijo / USA Exclusive,2022
KHMG009,Datsun 510 Pro Street OG Black KaidoHouse Exclusive,LHD,Nissan,,x KAIDO★HOUSEExclusive,2021
MGT00344,Porsche 911 GT2 RS Weissach Package Miami Blue,LHD/RHD,Porsche,,,June2022
MGT00345,"LB★WORKS Nissan GT-R R35 Type 2, Rear Wing ver 3, Red LB Works Livery 2.0",LHD/RHD,LB Works,,,May2022
MGT00346,BMW M4 M-Performance (G82) Alpine White,LHD/RHD,BMW,,,December2022
MGT00347,BMW M4 GT3 2021 Presentation,LHD,BMW,,,April2022
MGT00348,Nissan Skyline GT-R (R34) M-Spec Silica Breath,RHD,Nissan,,,February2022
MGT00349,Honda S2000 (AP2) Type S Grand Prix White,RHD,Honda,,,June2022
MGT00350,HKS Toyota GR Supra Tokyo Auto Salon 2020,RHD,Toyota,,,July2022
MGT00351,Bentley Flying Spur Neptune,LHD/RHD,Bentley,,,November2022
MGT00352,Lamborghini Huracán GT3 EVO Presentation,LHD,Lamborghini,,,August2022
MGT00353,Land Rover Defender 90 County Wagon Stratos Blue,LHD/RHD,Land Rover,,,June2022
MGT00354,Porsche 911 Turbo S GT Silver Metallic,LHD/RHD,Porsche,,,July2022
MGT00355,LB★WORKS Lamborghini Huracán GT Arancio Borealis,LHD/RHD,LB Works,,,August2022
MGT00356,Isuzu N-Series Vehicle Transporter LBWK White,RHD,LB Works,,MINI GT x TINY,June2022
MGT00357,Nissan GT-R Nismo GT3 2018 Presentation Matte Black,LHD,Nissan,,Shizuoka Hobby Show Exclusive,May2022
MGT00358,RUF CTR Anniversary Blossom Yellow,LHD,RUF,,,August2022
MGT00359,Ford GT MK II #002 Blue/Orange,LHD,Ford,,,Sep2022
MGT00360,Lamborghini Urus Arancio Borealis,LHD/RHD,Lamborghini,,,August2022
MGT00361,Mazda Miata MX-5 (NA) Classic Red Headlight Up / Soft Top,LHD,Mazda,,,June2022
MGT00362,Eunos Roadster Classic Red Headlight Up / Soft Top,RHD,Mazda,,,June2022
MGT00363,Lamborghini Aventador SVJ Roadster Oro Elios,LHD/RHD,Lamborghini,,,August2022
MGT00364,Pandem Toyota GR Supra V1.0 #770 Team Cusco Racing 2021 Formula Drift Japan,RHD,Toyota,,,August2022
MGT00365,Lancia Stratos HF Stradale Rosso Arancio,LHD,Lancia,,,August2022
MGT00366,Mercedes-Benz 190E 2.5 16 Evolution II 1991 DTM Zakspeed #20 Michael Schumacher,LHD,Mercedes-Benz,,,February2023
MGT00367,Honda S2000 (AP2) Mugen New Formula Red,LHD/RHD,Honda,,,June2022
MGT00368,HKS Toyota GR Supra (A90) Downshift Blue,LHD/RHD,Toyota,,,August2022
MGT00369,Bugatti Vision Gran Turismo Silver,LHD,Bugatti,,,August2022
MGT00370,Pagani Zonda HP Barchetta Blue Tricolor,LHD,Pagani,,,August2022
MGT00371,Porsche 911 (992) Carrera 4S Lava Orange,LHD/RHD,Porsche,,,August2022
MGT00372,Audi RS6 Avant Carbon Black Edition Florett Silver,LHD/RHD,Audi,,,November2022
MGT00373,Porsche 911 (992) GT3 Touring Agate Grey Metallic,LHD/RHD,Porsche,,,September2022
MGT00374,Bugatti Chiron Super Sport 300+ Matte Black,LHD,Bugatti,,,September2022
MGT00375,LB★WORKS Lamborghini Huracán ver. 3 Red,LHD/RHD,LB Works,,,September2022
MGT00376,Honda S2000 (AP2) Type S Apex Blue,RHD,Honda,,,July2022
MGT00377,Nissan GT-R R32 Gr.A #2 1991 Macau GP,RHD,Nissan,,,March2023
MGT00378,Land Rover Defender 90 Wagon White,LHD/RHD,Land Rover,,,November2022
MGT00379,Bugatti Chiron Pur Sport Blue,LHD,Bugatti,,,October2022
MGT00380,Porsche 911 (992) Carrera S White,LHD/RHD,Porsche,,,September2022
MGT00381,Porsche 911 (992) GT3 Shark Blue,LHD/RHD,Porsche,,,September2022
MGT00382,Pagani Zonda F Rosso Dubai,LHD/RHD,Pagani,,,October2022
MGT00383,Chevrolet Corvette C8.R #63 2021 Le Mans 24 Hrs GTE PRO 2nd Place,LHD,Chevrolet,,,September2022
MGT00384,LB-Silhouette Works GT Nissan 35GT-RR Wonderful Indonesia,RHD,LB Works,,Indonesia Exclusive,September2022
MGT00385,RUF CTR Anniversary Irish Green,LHD,RUF,,,October2022
MGT00386,Hyundai Elantra N Cyber Grey,LHD,Hyundai,,,August2022
MGT00387,Nissan Skyline GT-R (R34) Top Secret 2022 Christmas Limited Edition,RHD,Top Secret,,,November2022
MGT00388,"Bentley Flying Spur V8 ""Unifying Spur""",,Bentley,,,June2023
MGT00389,Shelby GT500 SE Widebody Ford Race Red,LHD,Shelby,,,August2022
MGT00390,Porsche 911 (992) GT3 GT Silver Metallic,LHD/RHD,Porsche,,,November2022
MGT00391,Lamborghini Aventador SVJ Verde Mantis,LHD/RHD,Lamborghini,,,October2022
MGT00392,Mazda Miata MX-5 (NA) Sunburst Yellow,LHD,Mazda,,,August2022
MGT00393,Eunos Roadster Sunburst Yellow,RHD,Mazda,,,August2022
MGT00394,BMW M4 GT3 #24 BMW Team RLL 2022 IMSA Daytona 24 Hrs,LHD,BMW,,,May2023
MGT00395,Mercedes-Benz 190E 2.5 16 Evolution II 1991 DTM #78 Lohr,LHD,Mercedes-Benz,,,March2023
MGT00396,Honda S2000 (AP2) Lime Green Metallic,LHD/RHD,Honda,,,September2022
MGT00397,Nissan Skyline GT-R (R34) V-Spec N1 White,RHD,Nissan,,,February2023
MGT00398,LB★WORKS Lamborghini Huracán GT Digital Camouflage,LHD,LB Works,,,November2022
MGT00399,Porsche Taycan Turbo S NaRaYa,RHD,Porsche,,"Thailand Exclusive /Limited 9,999 pcs",August2022
MGT00400,"Western Star 49X w/ 40ft Container ""Dios De Los Muertos""",LHD,Western Star,,Mijo / USA Exclusive,September2022
MGT00401,Porsche 911 (991) GT2 RS Weissach Package Black,LHD/RHD,Porsche,,,April2023
MGT00402,Land Rover Defender 90 Pickup Bronze Green,,Land Rover,,,June2023
MGT00403,Hyundai Elantra N #499 Caround Racing Hyundai N-Festival,LHD,Hyundai,,,September2022
MGT00404,Hyundai Elantra N Performance Blue,LHD,Hyundai,,,February2023
MGT00405,Porsche 911 (992) GT3 Touring Gentian Blue Metallic,LHD/RHD,Porsche,,,December2022
MGT00406,Bentley Mulliner Bacalar Yellow Flame,LHD,Bentley,,,November2022
MGT00407,Mazda Miata MX-5 (NA) Tuned Version Silver Stone Metallic,LHD/RHD,Mazda,,,September2022
MGT00408,Pagani Zonda F Blu Argentina,LHD/RHD,Pagani,,,October2022
MGT00409,Bugatti Chiron Super Sport 300+ World Record,LHD,Bugatti,,,November2022
MGT00410,Lamborghini Aventador SVJ Black Chrome,,Lamborghini,,Website Unlisted/ NFS,May2022
MGT00411,Lancia Stratos HF Stradale Bleu Vincennes,LHD,Lancia,,,October2022
MGT00412,Porsche 911 Targa 4S Gentian Blue Metallic,LHD/RHD,Porsche,,,October2022
MGT00413,,,,,File:MGT00413.jpg,
MGT00414,Nissan Fairlady Z Proto Spec 2023 Ikazuchi Yellow,RHD,Nissan,,,December2022
MGT00415,Nissan Z Proto Spec 2023 Ikazuchi Yellow,LHD,Nissan,,,December2022
MGT00416,BMW M4 GT3 #25 BMW Team RLL 2022 IMSA,LHD,BMW,,,July2023
MGT00417,Pagani Huayra Roadster Black,LHD/RHD,Pagani,,,February2023
MGT00418,LB-Silhouette Works GT Nissan 35GT-RR Ver. 2 Passion Pink,LHD/RHD,LB Works,,,October2022
MGT00419,RUF CTR 1987 Blossom Yellow,LHD,RUF,,,December2022
MGT00420,Bentley Continental GT Speed 2022 Candy Red,LHD/RHD,Bentley,,,November2022
MGT00421,RUF Rodeo Presentation,LHD,RUF,,,December2022
MGT00422,Lancia Stratos HF 1977 Rally Monte Carlo Winner #1,LHD,Lancia,,,December2022
MGT00423,Porsche 911 Turbo S Guards Red,LHD/RHD,Porsche,,,December2022
MGT00424,Pandem Toyota GR Supra V1.0 Pearl White,LHD/RHD,Pandem,,,December2022
MGT00425,Lamborghini Aventador SVJ Roadster Grigio Telesto,LHD/RHD,Lamborghini,,,December2022
MGT00426,LB-Works Ford Mustang Grabber Lime,LHD/RHD,LB Works,,,December2022
MGT00427,Hyundai Elantra N Ceramic White,LHD,Hyundai,,,December2022
MGT00428,Bugatti Chiron Pur Sport Yellow,LHD,Bugatti,,,December2022
MGT00429,Ford GT Mk II Ford Performance,LHD,Ford,,,April2023
MGT00430,McLaren Artura Volcano Blue,LHD/RHD,McLaren,,,February2023
MGT00431,Top Secret Nissan Skyline GT-R VR32 Top Secret Gold,RHD,Top Secret,,Japan Exclusive,December2022
MGT00432,Pagani Zonda HP Barchetta Rosso Dubai,LHD,Pagani,,,February2023
MGT00433,Porsche Taycan Turbo S Volcano Grey Metallic,LHD/RHD,Porsche,,,December2022
MGT00434,LB-Super Silhouette Nissan S15 SILVIA #23 2021 Formula Drift Japan,RHD,LB Works,,,November2022
MGT00435,Porsche 911 (992) Carrera S Miami Blue,LHD/RHD,Porsche,,,November2022
MGT00436,BMW 750Li xDrive Black Sapphire,LHD/RHD,BMW,,,January2023
MGT00437,LB-Silhouette Works GT Nissan 35GT-RR Ver.2 Apple Green,LHD/RHD,LB Works,,,November2022
MGT00438,Ford GT #85 2019 24Hr. of Le Mans LM GTE,LHD,Ford,,,April2023
MGT00439,BMW M4 GT3 #1 ST Racing 2022 12H Mugello Winner,LHD,BMW,,,January2023
MGT00440,Bugatti Chiron Super Sport White,LHD,Bugatti,,,January2023
MGT00441,Chevrolet Corvette Z06 2023 Accelerate Yellow,LHD/RHD,Chevrolet,,,December2022
MGT00442,Bentley Continental GT Speed 2022 Anthracite Satin,LHD/RHD,Bentley,,,January2023
MGT00443,Lamborghini Urus UNLOCK ANY ROAD HONG KONG,RHD,Lamborghini,,Hong Kong Exclusive,December2022
MGT00444,,,,,File:MGT00444.jpg,
MGT00445,Nissan Skyline GT-R (R34) V-Spec II MINI GT Digital Camouflage Grey 2022 Hong Kong Toycar Salon Edition,RHD,Nissan,,HK Toycar Salon Edition,September2022
MGT00446,Nissan Skyline GT-R (R34) V-Spec II MINI GT Digital Camouflage Purple,,Nissan,,"MINI GT 5 Years Anniversary Model / Limited 9,999 pcs",February2023
MGT00447,Nissan Skyline GT-R (R34) V-Spec II MINI GT Digital Camouflage Yellow,RHD,Nissan,,Malaysia Diecast Expo 2022 / Limited Edition,October2022
MGT00448,Lincoln Capri 1954 Black,LHD,Lincoln,,,February2023
MGT00449,LB★Works Lamborghini Aventador Limited Edition Matt Silver,LHD/RHD,LB Works,,,January2023
MGT00450,Hyundai Kona N Performance Blue,LHD,Hyundai,,,December2022
MGT00451,RUF CTR Anniversary Dark Blue,LHD,RUF,,,February2023
MGT00452,Nissan Fairlady Z Version ST 2023 Seiran Blue,RHD,Nissan,,,April2023
MGT00453,Nissan Z Performance 2023 Seiran Blue,LHD,Nissan,,,April2023
MGT00454,Hyundai KONA N Sonic Blue,LHD,Hyundai,,,January2023
MGT00455,Lancia Delta HF Integrale Evoluzione 1992 Rally Monte Carlo Winner #4,LHD,Lancia,,,October2023
MGT00456,Lancia Delta HF Integrale Evoluzione 1992 Rally Monte Carlo Winner #4 Dirty Version,LHD,Lancia,,,October2023
MGT00457,Lancia Delta HF Integrale Evoluzione 1992 Rally Monte Carlo #1,LHD,Lancia,,,October2023
MGT00458,Lancia Delta HF Integrale Evoluzione 1992 Rally Monte Carlo #11,LHD,Lancia,,,October2023
MGT00459,Lamborghini Aventador SVJ Baby Blue MINI GT GIVE China 2022,RHD,Lamborghini,,,September2022
MGT00460,Lamborghini Aventador SVJ Baby Pink MINI GT GIVE Hong Kong 2022,RHD,Lamborghini,,Hong Kong Exclusive / 1200 pcs,September2022
MGT00461,Porsche 911 Targa 4S Heritage Design Edition Cherry Red,RHD,Porsche,,,February2023
MGT00462,BMW M4 GT3 #96 Turner Motorsports 2022 IMSA Daytona 24 Hrs,LHD,BMW,,,February2023
MGT00463,Land Rover Defender 110 1989 Camel Trophy Amazon Team France,RHD,Land Rover,,,April2023
MGT00464,"Mercedes-Benz Actros w/ Racing Transporter ""LB Racing""",,Mercedes-Benz,,,January2023
MGT00465,LB-Silhouette Nissan S15 SILVIA Presentation,,LB Works,,,January2023
MGT00466,Bugatti Centodieci Black,LHD,Bugatti,,,February2023
MGT00467,LB-Silhouette Works Lamborghini Aventador GT EVO Presentation,,LB Works,,,March2023
MGT00468,BMW M4 Competition (G82) San Paulo Yellow,,BMW,,,April2023
MGT00469,Top Secret Nissan Skyline GT-R VR32 White,RHD,Top Secret,,,February2023
MGT00470,Ford Mustang GT LB-Works Grey,,LB Works,,,February2023
MGT00471,BMW Alpina B7 xDrive Alpina Blue Metallic,,BMW,,,February2023
MGT00472,Toyota GR Supra LB-Works Matte Black,,LB Works,,,February2023
MGT00473,Bentley Continental GT Speed 2022 Apple Green,,Bentley,,,February2023
MGT00474,Bugatti Divo Presentation,LHD,Bugatti,,,March2023
MGT00475,Lamborghini Huracán STO Blu Laufey,,Lamborghini,,,March2023
MGT00476,Ford GT Alan Mann Heritage Edition,,Ford,,,March2023
MGT00477,Chevrolet Corvette Z06 2023 Torch Red,,Chevrolet,,,May2023
MGT00478,Porsche 911 (992) GT3 White,,Porsche,,,March2023
MGT00479,Audi ABT RS6-R Daytona Grey,LHD,Audi,,,May2023
MGT00480,Mercedes-Benz 190E 2.5-16 Evolution II #9 1991 Macau Guia Race of Macau,LHD,Mercedes-Benz,,,June2023
MGT00481,Mercedes-Benz 190E 2.5-16 Evolution II #10 1991 Macau Guia Race of Macau,LHD,Mercedes-Benz,,,June2023
MGT00482,Mercedes-Benz 190E 2.5-16 Evolution II #11 1991 Macau Guia Race of Macau,LHD,Mercedes-Benz,,,June2023
